km,station,train_id,time,hr,min,scenario
81,TAMIEN (HSR) $,REG (C-EXP) 22,1031,17,11,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 4045,974,16,14,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 4045,978,16,18,Baseline SB
11,BAYSHORE,REG (C-EXP) 4045,990,16,30,Baseline SB
24,MILLBRAE,REG (C-EXP) 4045,998,16,38,Baseline SB
27,BROADWAY,REG (C-EXP) 4045,1001,16,41,Baseline SB
33,HAYWARD PARK,REG (C-EXP) 4045,1005,16,45,Baseline SB
35,HILLSDALE,REG (C-EXP) 4045,1008,16,48,Baseline SB
40,SAN CARLOS,REG (C-EXP) 4045,1012,16,52,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 4045,1016,16,56,Baseline SB
51,PALO ALTO,REG (C-EXP) 4045,1021,17,1,Baseline SB
57,SAN ANTONIO,REG (C-EXP) 4045,1025,17,5,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 4045,1028,17,8,Baseline SB
65,SUNNYVALE,REG (C-EXP) 4045,1032,17,12,Baseline SB
68,LAWRENCE,REG (C-EXP) 4045,1035,17,15,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 945,976,16,16,Baseline SB
2,TOWNSEND / 4TH AND KING $,HSR 945,981,16,21,Baseline SB
78,SAN JOSE,HSR 945,1032,17,12,Baseline SB
126,GILROY (HSR) $,HSR 945,1057,17,37,Baseline SB
78,SAN JOSE,REG (C-EXP) 4045,1046,17,26,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 4045,1050,17,30,Baseline SB
86,CAPITOL (HSR) $,REG (C-EXP) 4045,1054,17,34,Baseline SB
110,MORGAN HILL (HSR) $,REG (C-EXP) 4045,1068,17,48,Baseline SB
126,GILROY (HSR) $,REG (C-EXP) 4045,1076,17,56,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 547,981,16,21,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 547,986,16,26,Baseline SB
5,22nd STREET,REG (C-EXP) 547,991,16,31,Baseline SB
20,SAN BRUNO,REG (C-EXP) 547,999,16,39,Baseline SB
24,MILLBRAE,REG (C-EXP) 547,1003,16,43,Baseline SB
31,SAN MATEO,REG (C-EXP) 547,1007,16,47,Baseline SB
35,HILLSDALE,REG (C-EXP) 547,1012,16,52,Baseline SB
38,BELMONT,REG (C-EXP) 547,1015,16,55,Baseline SB
49,MENLO PARK,REG (C-EXP) 547,1022,17,2,Baseline SB
51,PALO ALTO,REG (C-EXP) 547,1025,17,5,Baseline SB
53,CALIFORNIA AVENUE,REG (C-EXP) 547,1028,17,8,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 547,1033,17,13,Baseline SB
65,SUNNYVALE,REG (C-EXP) 547,1037,17,17,Baseline SB
74,SANTA CLARA,REG (C-EXP) 547,1043,17,23,Baseline SB
78,SAN JOSE,REG (C-EXP) 547,1050,17,30,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 547,1053,17,33,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 23,986,16,26,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 23,991,16,31,Baseline SB
5,22nd STREET,REG (C-EXP) 23,996,16,36,Baseline SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 23,1003,16,43,Baseline SB
24,MILLBRAE,REG (C-EXP) 23,1008,16,48,Baseline SB
29,BURLINGAME,REG (C-EXP) 23,1012,16,52,Baseline SB
31,SAN MATEO,REG (C-EXP) 23,1015,16,55,Baseline SB
35,HILLSDALE,REG (C-EXP) 23,1018,16,58,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 23,1024,17,4,Baseline SB
47,ATHERTON,REG (C-EXP) 23,1028,17,8,Baseline SB
51,PALO ALTO,REG (C-EXP) 23,1031,17,11,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 23,1038,17,18,Baseline SB
68,LAWRENCE,REG (C-EXP) 23,1047,17,27,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 847,1000,16,40,Baseline SB
24,MILLBRAE,HSR 847,1020,17,0,Baseline SB
78,SAN JOSE,HSR 847,1055,17,35,Baseline SB
126,GILROY (HSR) $,HSR 847,1081,18,1,Baseline SB
78,SAN JOSE,REG (C-EXP) 23,1058,17,38,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 23,1061,17,41,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) pair_2,1004,16,44,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) pair_2,1008,16,48,Baseline SB
11,BAYSHORE,REG (C-EXP) pair_2,1020,17,0,Baseline SB
24,MILLBRAE,REG (C-EXP) pair_2,1028,17,8,Baseline SB
27,BROADWAY,REG (C-EXP) pair_2,1031,17,11,Baseline SB
33,HAYWARD PARK,REG (C-EXP) pair_2,1035,17,15,Baseline SB
35,HILLSDALE,REG (C-EXP) pair_2,1038,17,18,Baseline SB
40,SAN CARLOS,REG (C-EXP) pair_2,1042,17,22,Baseline SB
43,REDWOOD CITY,REG (C-EXP) pair_2,1046,17,26,Baseline SB
51,PALO ALTO,REG (C-EXP) pair_2,1051,17,31,Baseline SB
57,SAN ANTONIO,REG (C-EXP) pair_2,1055,17,35,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) pair_2,1058,17,38,Baseline SB
65,SUNNYVALE,REG (C-EXP) pair_2,1062,17,42,Baseline SB
68,LAWRENCE,REG (C-EXP) pair_2,1065,17,45,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 947,1006,16,46,Baseline SB
2,TOWNSEND / 4TH AND KING $,HSR 947,1011,16,51,Baseline SB
78,SAN JOSE,HSR 947,1062,17,42,Baseline SB
126,GILROY (HSR) $,HSR 947,1087,18,7,Baseline SB
78,SAN JOSE,REG (C-EXP) pair_2,1076,17,56,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) pair_2,1080,18,0,Baseline SB
86,CAPITOL (HSR) $,REG (C-EXP) pair_2,1084,18,4,Baseline SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) pair_2,1088,18,8,Baseline SB
126,GILROY (HSR) $,REG (C-EXP) pair_2,1106,18,26,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 549,1011,16,51,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 549,1016,16,56,Baseline SB
5,22nd STREET,REG (C-EXP) 549,1021,17,1,Baseline SB
20,SAN BRUNO,REG (C-EXP) 549,1029,17,9,Baseline SB
24,MILLBRAE,REG (C-EXP) 549,1033,17,13,Baseline SB
31,SAN MATEO,REG (C-EXP) 549,1037,17,17,Baseline SB
35,HILLSDALE,REG (C-EXP) 549,1042,17,22,Baseline SB
38,BELMONT,REG (C-EXP) 549,1045,17,25,Baseline SB
49,MENLO PARK,REG (C-EXP) 549,1052,17,32,Baseline SB
51,PALO ALTO,REG (C-EXP) 549,1055,17,35,Baseline SB
53,CALIFORNIA AVENUE,REG (C-EXP) 549,1058,17,38,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 549,1063,17,43,Baseline SB
65,SUNNYVALE,REG (C-EXP) 549,1067,17,47,Baseline SB
74,SANTA CLARA,REG (C-EXP) 549,1073,17,53,Baseline SB
78,SAN JOSE,REG (C-EXP) 549,1080,18,0,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 549,1083,18,3,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 24,1016,16,56,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 24,1021,17,1,Baseline SB
5,22nd STREET,REG (C-EXP) 24,1026,17,6,Baseline SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 24,1033,17,13,Baseline SB
24,MILLBRAE,REG (C-EXP) 24,1038,17,18,Baseline SB
29,BURLINGAME,REG (C-EXP) 24,1042,17,22,Baseline SB
31,SAN MATEO,REG (C-EXP) 24,1045,17,25,Baseline SB
35,HILLSDALE,REG (C-EXP) 24,1048,17,28,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 24,1054,17,34,Baseline SB
47,ATHERTON,REG (C-EXP) 24,1058,17,38,Baseline SB
51,PALO ALTO,REG (C-EXP) 24,1061,17,41,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 24,1068,17,48,Baseline SB
68,LAWRENCE,REG (C-EXP) 24,1077,17,57,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 849,1030,17,10,Baseline SB
24,MILLBRAE,HSR 849,1050,17,30,Baseline SB
78,SAN JOSE,HSR 849,1085,18,5,Baseline SB
126,GILROY (HSR) $,HSR 849,1111,18,31,Baseline SB
78,SAN JOSE,REG (C-EXP) 24,1088,18,8,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 24,1091,18,11,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) pair_3,1034,17,14,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) pair_3,1038,17,18,Baseline SB
11,BAYSHORE,REG (C-EXP) pair_3,1050,17,30,Baseline SB
24,MILLBRAE,REG (C-EXP) pair_3,1058,17,38,Baseline SB
27,BROADWAY,REG (C-EXP) pair_3,1061,17,41,Baseline SB
33,HAYWARD PARK,REG (C-EXP) pair_3,1065,17,45,Baseline SB
35,HILLSDALE,REG (C-EXP) pair_3,1068,17,48,Baseline SB
40,SAN CARLOS,REG (C-EXP) pair_3,1072,17,52,Baseline SB
43,REDWOOD CITY,REG (C-EXP) pair_3,1076,17,56,Baseline SB
51,PALO ALTO,REG (C-EXP) pair_3,1081,18,1,Baseline SB
57,SAN ANTONIO,REG (C-EXP) pair_3,1085,18,5,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) pair_3,1088,18,8,Baseline SB
65,SUNNYVALE,REG (C-EXP) pair_3,1092,18,12,Baseline SB
68,LAWRENCE,REG (C-EXP) pair_3,1095,18,15,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 949,1036,17,16,Baseline SB
2,TOWNSEND / 4TH AND KING $,HSR 949,1041,17,21,Baseline SB
78,SAN JOSE,HSR 949,1092,18,12,Baseline SB
126,GILROY (HSR) $,HSR 949,1117,18,37,Baseline SB
78,SAN JOSE,REG (C-EXP) pair_3,1106,18,26,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) pair_3,1110,18,30,Baseline SB
86,CAPITOL (HSR) $,REG (C-EXP) pair_3,1114,18,34,Baseline SB
110,MORGAN HILL (HSR) $,REG (C-EXP) pair_3,1128,18,48,Baseline SB
126,GILROY (HSR) $,REG (C-EXP) pair_3,1136,18,56,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 551,1041,17,21,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 551,1046,17,26,Baseline SB
5,22nd STREET,REG (C-EXP) 551,1051,17,31,Baseline SB
20,SAN BRUNO,REG (C-EXP) 551,1059,17,39,Baseline SB
24,MILLBRAE,REG (C-EXP) 551,1063,17,43,Baseline SB
31,SAN MATEO,REG (C-EXP) 551,1067,17,47,Baseline SB
35,HILLSDALE,REG (C-EXP) 551,1072,17,52,Baseline SB
38,BELMONT,REG (C-EXP) 551,1075,17,55,Baseline SB
49,MENLO PARK,REG (C-EXP) 551,1082,18,2,Baseline SB
51,PALO ALTO,REG (C-EXP) 551,1085,18,5,Baseline SB
53,CALIFORNIA AVENUE,REG (C-EXP) 551,1088,18,8,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 551,1093,18,13,Baseline SB
65,SUNNYVALE,REG (C-EXP) 551,1097,18,17,Baseline SB
74,SANTA CLARA,REG (C-EXP) 551,1103,18,23,Baseline SB
78,SAN JOSE,REG (C-EXP) 551,1110,18,30,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 551,1113,18,33,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 25,1046,17,26,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 25,1051,17,31,Baseline SB
5,22nd STREET,REG (C-EXP) 25,1056,17,36,Baseline SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 25,1063,17,43,Baseline SB
24,MILLBRAE,REG (C-EXP) 25,1068,17,48,Baseline SB
29,BURLINGAME,REG (C-EXP) 25,1072,17,52,Baseline SB
31,SAN MATEO,REG (C-EXP) 25,1075,17,55,Baseline SB
35,HILLSDALE,REG (C-EXP) 25,1078,17,58,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 25,1084,18,4,Baseline SB
47,ATHERTON,REG (C-EXP) 25,1088,18,8,Baseline SB
51,PALO ALTO,REG (C-EXP) 25,1091,18,11,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 25,1098,18,18,Baseline SB
68,LAWRENCE,REG (C-EXP) 25,1107,18,27,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 851,1060,17,40,Baseline SB
24,MILLBRAE,HSR 851,1080,18,0,Baseline SB
78,SAN JOSE,HSR 851,1115,18,35,Baseline SB
126,GILROY (HSR) $,HSR 851,1141,19,1,Baseline SB
78,SAN JOSE,REG (C-EXP) 25,1118,18,38,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 25,1121,18,41,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) pair_4,1064,17,44,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) pair_4,1068,17,48,Baseline SB
11,BAYSHORE,REG (C-EXP) pair_4,1080,18,0,Baseline SB
24,MILLBRAE,REG (C-EXP) pair_4,1088,18,8,Baseline SB
27,BROADWAY,REG (C-EXP) pair_4,1091,18,11,Baseline SB
33,HAYWARD PARK,REG (C-EXP) pair_4,1095,18,15,Baseline SB
35,HILLSDALE,REG (C-EXP) pair_4,1098,18,18,Baseline SB
40,SAN CARLOS,REG (C-EXP) pair_4,1102,18,22,Baseline SB
43,REDWOOD CITY,REG (C-EXP) pair_4,1106,18,26,Baseline SB
51,PALO ALTO,REG (C-EXP) pair_4,1111,18,31,Baseline SB
57,SAN ANTONIO,REG (C-EXP) pair_4,1115,18,35,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) pair_4,1118,18,38,Baseline SB
65,SUNNYVALE,REG (C-EXP) pair_4,1122,18,42,Baseline SB
68,LAWRENCE,REG (C-EXP) pair_4,1125,18,45,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 951,1066,17,46,Baseline SB
2,TOWNSEND / 4TH AND KING $,HSR 951,1071,17,51,Baseline SB
78,SAN JOSE,HSR 951,1122,18,42,Baseline SB
126,GILROY (HSR) $,HSR 951,1147,19,7,Baseline SB
78,SAN JOSE,REG (C-EXP) pair_4,1136,18,56,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) pair_4,1140,19,0,Baseline SB
86,CAPITOL (HSR) $,REG (C-EXP) pair_4,1144,19,4,Baseline SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) pair_4,1148,19,8,Baseline SB
126,GILROY (HSR) $,REG (C-EXP) pair_4,1166,19,26,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 553,1071,17,51,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 553,1076,17,56,Baseline SB
5,22nd STREET,REG (C-EXP) 553,1081,18,1,Baseline SB
20,SAN BRUNO,REG (C-EXP) 553,1089,18,9,Baseline SB
24,MILLBRAE,REG (C-EXP) 553,1093,18,13,Baseline SB
31,SAN MATEO,REG (C-EXP) 553,1097,18,17,Baseline SB
35,HILLSDALE,REG (C-EXP) 553,1102,18,22,Baseline SB
38,BELMONT,REG (C-EXP) 553,1105,18,25,Baseline SB
49,MENLO PARK,REG (C-EXP) 553,1112,18,32,Baseline SB
51,PALO ALTO,REG (C-EXP) 553,1115,18,35,Baseline SB
53,CALIFORNIA AVENUE,REG (C-EXP) 553,1118,18,38,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 553,1123,18,43,Baseline SB
65,SUNNYVALE,REG (C-EXP) 553,1127,18,47,Baseline SB
74,SANTA CLARA,REG (C-EXP) 553,1133,18,53,Baseline SB
78,SAN JOSE,REG (C-EXP) 553,1140,19,0,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 553,1143,19,3,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 26,1076,17,56,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 26,1081,18,1,Baseline SB
5,22nd STREET,REG (C-EXP) 26,1086,18,6,Baseline SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 26,1093,18,13,Baseline SB
24,MILLBRAE,REG (C-EXP) 26,1098,18,18,Baseline SB
29,BURLINGAME,REG (C-EXP) 26,1102,18,22,Baseline SB
31,SAN MATEO,REG (C-EXP) 26,1105,18,25,Baseline SB
35,HILLSDALE,REG (C-EXP) 26,1108,18,28,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 26,1114,18,34,Baseline SB
47,ATHERTON,REG (C-EXP) 26,1118,18,38,Baseline SB
51,PALO ALTO,REG (C-EXP) 26,1121,18,41,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 26,1128,18,48,Baseline SB
68,LAWRENCE,REG (C-EXP) 26,1137,18,57,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 853,1090,18,10,Baseline SB
24,MILLBRAE,HSR 853,1110,18,30,Baseline SB
78,SAN JOSE,HSR 853,1145,19,5,Baseline SB
126,GILROY (HSR) $,HSR 853,1171,19,31,Baseline SB
78,SAN JOSE,REG (C-EXP) 26,1148,19,8,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 26,1151,19,11,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) pair_5,1094,18,14,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) pair_5,1098,18,18,Baseline SB
11,BAYSHORE,REG (C-EXP) pair_5,1110,18,30,Baseline SB
24,MILLBRAE,REG (C-EXP) pair_5,1118,18,38,Baseline SB
27,BROADWAY,REG (C-EXP) pair_5,1121,18,41,Baseline SB
33,HAYWARD PARK,REG (C-EXP) pair_5,1125,18,45,Baseline SB
35,HILLSDALE,REG (C-EXP) pair_5,1128,18,48,Baseline SB
40,SAN CARLOS,REG (C-EXP) pair_5,1132,18,52,Baseline SB
43,REDWOOD CITY,REG (C-EXP) pair_5,1136,18,56,Baseline SB
51,PALO ALTO,REG (C-EXP) pair_5,1141,19,1,Baseline SB
57,SAN ANTONIO,REG (C-EXP) pair_5,1145,19,5,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) pair_5,1148,19,8,Baseline SB
65,SUNNYVALE,REG (C-EXP) pair_5,1152,19,12,Baseline SB
68,LAWRENCE,REG (C-EXP) pair_5,1155,19,15,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 953,1096,18,16,Baseline SB
2,TOWNSEND / 4TH AND KING $,HSR 953,1101,18,21,Baseline SB
78,SAN JOSE,HSR 953,1152,19,12,Baseline SB
126,GILROY (HSR) $,HSR 953,1177,19,37,Baseline SB
78,SAN JOSE,REG (C-EXP) pair_5,1166,19,26,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) pair_5,1170,19,30,Baseline SB
86,CAPITOL (HSR) $,REG (C-EXP) pair_5,1174,19,34,Baseline SB
110,MORGAN HILL (HSR) $,REG (C-EXP) pair_5,1188,19,48,Baseline SB
126,GILROY (HSR) $,REG (C-EXP) pair_5,1196,19,56,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 555,1101,18,21,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 555,1106,18,26,Baseline SB
5,22nd STREET,REG (C-EXP) 555,1111,18,31,Baseline SB
20,SAN BRUNO,REG (C-EXP) 555,1119,18,39,Baseline SB
24,MILLBRAE,REG (C-EXP) 555,1123,18,43,Baseline SB
31,SAN MATEO,REG (C-EXP) 555,1127,18,47,Baseline SB
35,HILLSDALE,REG (C-EXP) 555,1132,18,52,Baseline SB
38,BELMONT,REG (C-EXP) 555,1135,18,55,Baseline SB
49,MENLO PARK,REG (C-EXP) 555,1142,19,2,Baseline SB
51,PALO ALTO,REG (C-EXP) 555,1145,19,5,Baseline SB
53,CALIFORNIA AVENUE,REG (C-EXP) 555,1148,19,8,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 555,1153,19,13,Baseline SB
65,SUNNYVALE,REG (C-EXP) 555,1157,19,17,Baseline SB
74,SANTA CLARA,REG (C-EXP) 555,1163,19,23,Baseline SB
78,SAN JOSE,REG (C-EXP) 555,1170,19,30,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 555,1173,19,33,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 27,1106,18,26,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 27,1111,18,31,Baseline SB
5,22nd STREET,REG (C-EXP) 27,1116,18,36,Baseline SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 27,1123,18,43,Baseline SB
24,MILLBRAE,REG (C-EXP) 27,1128,18,48,Baseline SB
29,BURLINGAME,REG (C-EXP) 27,1132,18,52,Baseline SB
31,SAN MATEO,REG (C-EXP) 27,1135,18,55,Baseline SB
35,HILLSDALE,REG (C-EXP) 27,1138,18,58,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 27,1144,19,4,Baseline SB
47,ATHERTON,REG (C-EXP) 27,1148,19,8,Baseline SB
51,PALO ALTO,REG (C-EXP) 27,1151,19,11,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 27,1158,19,18,Baseline SB
68,LAWRENCE,REG (C-EXP) 27,1167,19,27,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 855,1120,18,40,Baseline SB
24,MILLBRAE,HSR 855,1140,19,0,Baseline SB
78,SAN JOSE,HSR 855,1175,19,35,Baseline SB
126,GILROY (HSR) $,HSR 855,1201,20,1,Baseline SB
78,SAN JOSE,REG (C-EXP) 27,1178,19,38,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 27,1181,19,41,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) pair_6,1124,18,44,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) pair_6,1128,18,48,Baseline SB
11,BAYSHORE,REG (C-EXP) pair_6,1140,19,0,Baseline SB
24,MILLBRAE,REG (C-EXP) pair_6,1148,19,8,Baseline SB
27,BROADWAY,REG (C-EXP) pair_6,1151,19,11,Baseline SB
33,HAYWARD PARK,REG (C-EXP) pair_6,1155,19,15,Baseline SB
35,HILLSDALE,REG (C-EXP) pair_6,1158,19,18,Baseline SB
40,SAN CARLOS,REG (C-EXP) pair_6,1162,19,22,Baseline SB
43,REDWOOD CITY,REG (C-EXP) pair_6,1166,19,26,Baseline SB
51,PALO ALTO,REG (C-EXP) pair_6,1171,19,31,Baseline SB
57,SAN ANTONIO,REG (C-EXP) pair_6,1175,19,35,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) pair_6,1178,19,38,Baseline SB
65,SUNNYVALE,REG (C-EXP) pair_6,1182,19,42,Baseline SB
68,LAWRENCE,REG (C-EXP) pair_6,1185,19,45,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 955,1126,18,46,Baseline SB
2,TOWNSEND / 4TH AND KING $,HSR 955,1131,18,51,Baseline SB
78,SAN JOSE,HSR 955,1182,19,42,Baseline SB
126,GILROY (HSR) $,HSR 955,1207,20,7,Baseline SB
78,SAN JOSE,REG (C-EXP) pair_6,1196,19,56,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) pair_6,1200,20,0,Baseline SB
86,CAPITOL (HSR) $,REG (C-EXP) pair_6,1204,20,4,Baseline SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) pair_6,1208,20,8,Baseline SB
126,GILROY (HSR) $,REG (C-EXP) pair_6,1226,20,26,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 557,1131,18,51,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 557,1136,18,56,Baseline SB
5,22nd STREET,REG (C-EXP) 557,1141,19,1,Baseline SB
20,SAN BRUNO,REG (C-EXP) 557,1149,19,9,Baseline SB
24,MILLBRAE,REG (C-EXP) 557,1153,19,13,Baseline SB
31,SAN MATEO,REG (C-EXP) 557,1157,19,17,Baseline SB
35,HILLSDALE,REG (C-EXP) 557,1162,19,22,Baseline SB
38,BELMONT,REG (C-EXP) 557,1165,19,25,Baseline SB
49,MENLO PARK,REG (C-EXP) 557,1172,19,32,Baseline SB
51,PALO ALTO,REG (C-EXP) 557,1175,19,35,Baseline SB
53,CALIFORNIA AVENUE,REG (C-EXP) 557,1178,19,38,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 557,1183,19,43,Baseline SB
65,SUNNYVALE,REG (C-EXP) 557,1187,19,47,Baseline SB
74,SANTA CLARA,REG (C-EXP) 557,1193,19,53,Baseline SB
78,SAN JOSE,REG (C-EXP) 557,1200,20,0,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 557,1203,20,3,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 28,1136,18,56,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 28,1141,19,1,Baseline SB
5,22nd STREET,REG (C-EXP) 28,1146,19,6,Baseline SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 28,1153,19,13,Baseline SB
24,MILLBRAE,REG (C-EXP) 28,1158,19,18,Baseline SB
29,BURLINGAME,REG (C-EXP) 28,1162,19,22,Baseline SB
31,SAN MATEO,REG (C-EXP) 28,1165,19,25,Baseline SB
35,HILLSDALE,REG (C-EXP) 28,1168,19,28,Baseline SB
43,REDWOOD CITY,REG (C-EXP) 28,1174,19,34,Baseline SB
47,ATHERTON,REG (C-EXP) 28,1178,19,38,Baseline SB
51,PALO ALTO,REG (C-EXP) 28,1181,19,41,Baseline SB
60,MOUNTAIN VIEW,REG (C-EXP) 28,1188,19,48,Baseline SB
68,LAWRENCE,REG (C-EXP) 28,1197,19,57,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 857,1150,19,10,Baseline SB
24,MILLBRAE,HSR 857,1170,19,30,Baseline SB
78,SAN JOSE,HSR 857,1205,20,5,Baseline SB
126,GILROY (HSR) $,HSR 857,1231,20,31,Baseline SB
78,SAN JOSE,REG (C-EXP) 28,1208,20,8,Baseline SB
81,TAMIEN (HSR) $,REG (C-EXP) 28,1211,20,11,Baseline SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) pair_7,1154,19,14,Baseline SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) pair_7,1158,19,18,Baseline SB
11,BAYSHORE,REG (C-EXP) pair_7,1170,19,30,Baseline SB
24,MILLBRAE,REG (C-EXP) pair_7,1178,19,38,Baseline SB
27,BROADWAY,REG (C-EXP) pair_7,1181,19,41,Baseline SB
33,HAYWARD PARK,REG (C-EXP) pair_7,1185,19,45,Baseline SB
35,HILLSDALE,REG (C-EXP) pair_7,1188,19,48,Baseline SB
40,SAN CARLOS,REG (C-EXP) pair_7,1192,19,52,Baseline SB
